gene_id,P1-1,P1-4,P2-1,P2-4,P3-1,P3-4,P4-1,P4-4,P5-1,P5-4
ENSG00000092853,0,0,0,0,0,0,0,0,0,0
ENSG00000092978,48,53,52,27,20,33,39,21,40,34
ENSG00000093009,0,0,0,0,0,0,0,0,0,0
ENSG00000093134,0,0,0,0,0,0,0,3,0,0
ENSG00000093217,0,7,3,3,5,0,3,4,3,4
ENSG00000094661,0,0,0,0,0,0,0,0,0,0
ENSG00000094755,2,4,3,2,2,6,2,2,2,2
ENSG00000094804,0,3,0,0,0,4,0,3,0,0
ENSG00000094975,60,55,44,26,63,56,70,53,22,27
ENSG00000095015,45,94,48,59,83,92,113,82,58,90
ENSG00000095110,0,0,0,0,0,0,0,0,0,0
ENSG00000095203,9,36,28,30,22,17,17,20,12,8
ENSG00000095303,27,74,33,14,21,30,40,30,41,42
ENSG00000095397,6,11,0,2,3,8,0,0,3,7
ENSG00000095596,0,0,0,0,0,0,0,0,0,0
ENSG00000095627,0,0,0,0,0,0,0,0,0,0
ENSG00000095739,16,24,9,6,13,10,22,14,21,18
ENSG00000095752,0,0,0,0,0,0,0,0,0,0
ENSG00000095777,0,0,0,0,0,0,0,0,0,0
ENSG00000095917,0,0,0,0,3,1,0,0,0,0
ENSG00000095932,0,0,0,0,0,0,0,0,0,0
ENSG00000095970,0,5,0,0,0,0,0,0,0,0
ENSG00000095981,0,0,0,0,0,0,0,0,0,0
ENSG00000096006,0,0,0,0,0,0,0,0,0,0
ENSG00000096088,0,0,0,0,0,0,0,0,0,0
ENSG00000096093,24,94,25,22,43,40,60,47,18,60
ENSG00000096264,0,0,0,0,0,0,0,0,0,0
ENSG00000096395,0,0,0,0,0,0,0,0,0,0
ENSG00000096654,23,44,43,35,35,21,57,54,23,33
ENSG00000096696,3,3,6,11,6,10,9,6,0,2
ENSG00000096996,0,1,0,0,0,0,0,0,0,0
ENSG00000097046,0,7,3,0,0,5,4,0,0,0
ENSG00000097096,19,5,8,13,15,14,12,20,8,7
ENSG00000099251,6,6,14,0,9,4,0,6,5,6
ENSG00000099256,11,20,0,4,6,12,11,14,8,8
ENSG00000099308,42,154,51,19,35,42,54,26,47,33
ENSG00000099337,8,33,9,8,12,15,19,18,19,29
ENSG00000099338,4,7,1,3,0,0,6,9,2,0
ENSG00000099365,4,10,3,4,0,0,4,3,9,10
ENSG00000099399,0,0,0,0,0,0,0,0,0,0
ENSG00000099721,0,0,0,0,0,0,0,0,0,0
ENSG00000099812,0,0,0,0,0,0,0,0,0,0
ENSG00000099822,0,0,0,0,0,0,0,0,0,0
ENSG00000099834,0,18,0,0,0,0,3,3,0,0
ENSG00000099849,5,13,6,5,5,5,0,7,5,13
ENSG00000099985,0,0,0,0,0,0,0,0,3,3
ENSG00000100012,0,0,0,0,0,0,0,0,0,0
ENSG00000100053,0,0,0,0,0,0,0,0,0,0
ENSG00000100055,24,76,31,5,17,25,21,32,27,68
ENSG00000100068,11,39,16,9,14,9,15,10,8,8
ENSG00000100077,34,68,22,35,16,37,31,30,35,30
ENSG00000100078,0,0,0,0,0,0,0,0,0,0
ENSG00000100079,0,0,0,0,0,2,0,0,0,0
ENSG00000100095,0,0,0,0,0,0,0,0,0,3
ENSG00000100121,0,0,0,0,0,0,0,0,0,0
ENSG00000100122,0,0,0,0,0,0,0,0,0,0
ENSG00000100147,9,14,5,3,17,9,6,8,5,3
ENSG00000100156,5,0,0,0,0,0,5,4,3,0
ENSG00000100162,0,2,0,0,0,0,0,0,0,0
ENSG00000100167,0,0,0,4,0,0,0,0,0,0
ENSG00000100170,0,18,9,3,7,3,2,8,0,0
ENSG00000100191,0,0,0,0,0,0,0,0,0,0
ENSG00000100206,3,0,5,6,5,0,5,0,0,3
ENSG00000100207,78,95,113,68,89,115,100,94,100,94
ENSG00000100218,0,0,0,0,0,0,0,0,0,0
ENSG00000100228,5,9,0,2,0,0,0,0,0,0
ENSG00000100249,3,5,0,0,0,0,0,0,0,0
ENSG00000100253,0,0,0,0,0,0,0,0,0,0
ENSG00000100271,19,49,18,21,15,20,18,10,17,11
ENSG00000100276,8,9,5,1,0,2,4,7,6,10
ENSG00000100281,77,89,86,48,50,48,62,78,62,53
ENSG00000100285,5,14,4,0,5,8,4,7,2,7
ENSG00000100290,0,0,0,0,0,0,0,0,0,0
ENSG00000100298,0,0,0,0,0,0,0,0,0,0
ENSG00000100312,0,2,2,2,0,3,3,0,0,0
ENSG00000100336,10,47,4,4,10,15,22,18,6,16
ENSG00000100341,0,0,0,0,0,0,0,0,0,0
ENSG00000100346,0,0,0,0,0,0,0,0,0,0
ENSG00000100351,4,6,5,2,2,1,0,3,4,2
ENSG00000100368,14,56,6,11,24,34,33,19,13,33
ENSG00000100379,3,33,0,3,7,11,6,8,0,13
ENSG00000100427,0,0,0,0,0,0,0,0,0,0
ENSG00000100433,0,0,0,0,0,0,0,0,0,0
ENSG00000100450,0,0,0,0,4,0,0,8,0,0
ENSG00000100453,0,0,0,0,0,0,0,0,0,0
ENSG00000100479,0,13,0,0,3,5,0,0,0,3
ENSG00000100505,14,59,0,0,3,11,4,4,3,0
ENSG00000100526,8,20,5,12,3,7,5,7,12,4
ENSG00000100557,0,0,0,0,0,0,0,0,0,0
ENSG00000100558,0,6,0,0,0,0,0,0,0,0
ENSG00000100565,0,0,0,0,0,0,0,0,0,0
ENSG00000100580,60,65,69,59,75,66,77,86,41,49
ENSG00000100583,0,0,0,3,0,0,0,0,0,0
ENSG00000100593,0,0,0,0,0,0,0,0,0,0
ENSG00000100599,24,78,31,26,20,40,41,36,45,58
ENSG00000100604,0,0,0,0,0,0,0,0,0,0
ENSG00000100629,9,23,14,8,6,5,14,3,8,8
ENSG00000100652,0,0,0,0,0,0,0,0,0,0
ENSG00000100721,0,0,0,0,0,0,0,0,0,0
ENSG00000100739,0,5,0,0,0,0,0,0,0,4
ENSG00000100767,13,18,38,8,20,17,50,19,9,27
ENSG00000100802,21,61,36,32,33,27,42,27,24,36
ENSG00000100867,0,0,0,0,0,0,0,0,0,0
ENSG00000100884,0,0,0,0,0,0,0,0,0,0
ENSG00000100968,64,144,34,49,51,62,67,54,49,104
ENSG00000100987,0,5,4,0,0,0,0,0,0,0
ENSG00000101003,5,10,4,0,0,2,6,5,2,4
ENSG00000101049,0,5,0,0,0,0,4,0,0,0
ENSG00000101057,0,0,0,0,0,0,0,0,0,0
ENSG00000101074,0,0,0,0,0,0,0,0,0,0
ENSG00000101076,2,0,0,0,0,0,0,0,0,0
ENSG00000101109,68,97,66,82,55,88,68,77,56,71
ENSG00000101115,0,4,0,0,0,0,0,0,0,0
ENSG00000101144,0,5,5,0,0,0,9,5,0,4
ENSG00000101180,0,0,0,0,0,0,0,0,0,0
ENSG00000101188,0,0,0,0,0,0,0,0,0,0
ENSG00000101194,8,31,4,4,6,6,5,2,7,10
ENSG00000101197,0,0,0,0,0,0,0,0,0,0
ENSG00000101200,0,0,0,0,0,0,0,0,0,0
ENSG00000101203,0,0,0,0,0,0,0,0,0,0
ENSG00000101204,0,0,0,0,0,1,0,0,0,0
ENSG00000101213,0,4,0,4,0,0,0,0,0,4
ENSG00000101222,0,3,0,0,0,0,0,0,0,0
ENSG00000101230,11,16,6,5,11,20,18,11,7,9
ENSG00000101276,5,8,8,4,5,4,6,3,0,8
ENSG00000101280,3,3,0,3,0,0,0,3,0,0
ENSG00000101282,3,0,0,0,0,0,0,0,0,3
ENSG00000101292,0,0,0,0,0,0,0,0,0,0
ENSG00000101298,32,59,82,50,65,75,44,28,52,50
ENSG00000101307,2,4,0,0,5,3,0,8,6,13
ENSG00000101311,0,4,5,0,0,3,0,0,0,0
ENSG00000101323,0,0,0,0,0,0,0,0,0,0
ENSG00000101327,0,0,0,0,0,0,0,0,0,0
ENSG00000101336,0,48,16,5,3,19,11,5,5,26
ENSG00000101349,0,0,0,0,0,0,0,0,0,0
ENSG00000101350,51,114,61,33,52,101,82,78,60,67
ENSG00000101405,0,0,0,0,0,0,0,0,0,0
ENSG00000101412,17,28,6,4,9,23,13,8,7,10
ENSG00000101425,0,0,0,0,0,0,0,0,0,0
ENSG00000101435,0,0,0,0,0,0,0,0,0,0
ENSG00000101438,0,0,0,0,0,0,0,0,0,0
ENSG00000101441,0,0,0,0,0,0,0,0,0,0
ENSG00000101443,0,0,0,0,0,0,0,0,0,0
ENSG00000101446,0,0,0,0,0,0,0,0,0,0
ENSG00000101447,3,3,0,0,0,3,0,0,0,0
ENSG00000101448,0,0,0,0,0,0,0,0,0,0
ENSG00000101463,0,4,0,0,0,0,0,0,0,0
ENSG00000101489,0,3,6,4,3,0,6,4,0,0
ENSG00000101542,15,6,35,59,28,17,54,41,44,65
ENSG00000101544,47,78,35,32,34,43,40,39,22,46
ENSG00000101574,41,46,18,20,23,38,56,41,36,57
ENSG00000101577,62,80,40,21,31,48,42,33,37,60
ENSG00000101638,37,66,40,44,63,74,52,38,42,51
ENSG00000101670,2,15,2,3,5,11,1,2,3,2
ENSG00000101680,0,0,0,0,0,0,0,0,0,0
ENSG00000101746,0,0,0,0,0,0,0,0,0,0
ENSG00000101812,0,0,0,0,0,0,0,0,0,0
ENSG00000101842,0,0,0,0,0,0,0,0,0,0
ENSG00000101850,0,0,2,0,0,0,0,0,0,0
ENSG00000101871,16,43,21,15,20,32,16,19,6,25
ENSG00000101888,8,21,13,9,11,13,24,13,9,15
ENSG00000101890,0,0,0,0,0,0,0,0,0,0
ENSG00000101911,8,26,16,5,11,18,21,24,6,25
ENSG00000101916,0,11,3,0,0,8,0,5,12,4
ENSG00000101945,11,10,33,42,26,6,18,16,26,10
ENSG00000101951,8,8,4,0,0,3,0,10,0,0
ENSG00000101958,0,0,0,0,0,0,0,0,0,0
ENSG00000101977,0,1,3,0,2,3,1,0,2,0
ENSG00000101981,0,0,0,0,0,0,0,0,0,0
ENSG00000102001,0,0,0,0,0,0,0,0,0,0
ENSG00000102003,6,8,5,4,8,7,5,10,3,10
ENSG00000102021,0,0,0,0,0,0,0,0,0,0
ENSG00000102032,11,28,5,3,0,0,5,0,0,14
ENSG00000102034,21,104,18,13,23,60,40,43,40,62
ENSG00000102043,0,0,6,0,0,0,7,3,0,0
ENSG00000102048,0,5,5,4,0,0,4,3,0,6
ENSG00000102055,0,0,0,0,0,0,0,0,0,0
ENSG00000102057,3,8,9,4,6,3,0,0,7,5
ENSG00000102076,0,0,0,0,0,0,0,0,0,0
ENSG00000102096,12,27,10,5,15,9,28,12,8,15
ENSG00000102098,14,9,11,12,15,20,25,8,18,21
ENSG00000102104,0,0,0,0,0,0,0,0,0,0
ENSG00000102109,0,3,0,0,0,0,0,0,0,0
ENSG00000102128,2,2,0,0,0,0,2,0,0,1
ENSG00000102145,0,0,0,0,0,0,0,0,0,0
ENSG00000102174,4,12,2,2,5,2,2,3,0,0
ENSG00000102195,0,0,0,0,0,0,0,0,0,0
ENSG00000102218,18,22,25,26,26,36,25,32,18,39
ENSG00000102221,11,25,11,17,12,21,16,26,13,23
ENSG00000102230,0,0,0,3,0,0,0,0,0,0
ENSG00000102239,0,0,0,0,0,3,0,0,0,0
ENSG00000102243,0,0,0,0,0,0,0,0,0,0
ENSG00000102245,0,0,0,0,0,0,0,0,0,0
ENSG00000102271,3,20,0,0,0,0,2,0,0,0
ENSG00000102287,57,134,66,61,36,50,66,64,48,83
ENSG00000102349,66,130,86,87,50,90,70,71,64,32
ENSG00000102384,2,5,3,0,0,0,0,0,0,0
ENSG00000102385,0,23,3,0,4,0,13,19,0,4
ENSG00000102387,0,0,0,0,0,0,0,0,0,0
ENSG00000102445,4,31,3,0,0,0,3,7,7,10
ENSG00000102452,0,2,3,4,1,2,1,0,4,2
ENSG00000102468,2,5,5,3,0,2,0,0,2,6
ENSG00000102524,8,5,3,5,4,2,5,6,3,2
ENSG00000102539,0,0,0,0,0,0,0,0,0,0
ENSG00000102678,23,47,8,4,8,26,16,12,12,7
ENSG00000102743,9,21,12,20,25,35,38,41,20,9
ENSG00000102780,104,144,5,71,92,119,122,94,71,97
ENSG00000102781,81,108,101,93,116,132,147,137,105,73
ENSG00000102794,0,0,0,0,0,0,0,0,0,0
ENSG00000102837,4,12,6,6,2,5,11,6,0,4
ENSG00000102890,0,12,5,0,0,0,5,9,0,0
ENSG00000102891,0,0,0,0,0,0,0,0,0,0
ENSG00000102924,0,3,10,6,4,5,0,3,5,10
ENSG00000102962,0,3,0,0,0,0,0,0,0,0
ENSG00000102970,0,0,0,0,0,0,0,0,0,0
ENSG00000103021,75,71,65,75,72,69,72,71,43,71
ENSG00000103023,0,0,0,0,0,0,0,0,0,0
ENSG00000103089,0,0,0,0,0,0,2,0,0,0
ENSG00000103154,0,0,0,0,0,0,0,0,0,0
ENSG00000103175,4,10,7,1,15,4,2,10,4,9
ENSG00000103200,0,0,0,0,0,0,0,0,0,0
ENSG00000103241,0,3,0,0,0,4,0,3,0,0
ENSG00000103248,102,113,75,80,75,88,114,94,61,72
ENSG00000103310,0,0,0,0,0,0,0,0,0,0
ENSG00000103313,0,3,0,0,0,0,0,0,5,0
ENSG00000103355,0,0,0,0,0,0,0,0,0,0
ENSG00000103375,0,3,0,0,0,0,0,0,0,0
ENSG00000103449,0,0,0,0,0,0,0,0,0,0
ENSG00000103460,0,0,0,0,0,0,0,0,0,0
ENSG00000103485,16,51,25,22,20,39,12,17,20,23
ENSG00000103489,60,56,33,14,34,38,56,64,54,48
ENSG00000103534,0,2,0,0,0,0,0,0,0,0
ENSG00000103546,0,0,2,0,0,0,0,0,0,0
ENSG00000103647,35,71,33,23,36,31,37,34,43,33
ENSG00000103832,3,2,2,0,3,5,2,2,2,1
ENSG00000103995,2,19,4,4,10,7,9,12,3,5
ENSG00000104043,10,40,14,6,16,11,10,6,7,10
ENSG00000104044,0,3,0,0,0,0,0,0,0,0
ENSG00000104055,0,4,0,0,3,0,0,0,0,0
ENSG00000104081,21,103,66,21,18,34,45,33,16,35
ENSG00000104093,74,135,67,41,32,68,76,60,56,74
ENSG00000104112,0,0,0,0,0,0,0,0,0,0
ENSG00000104140,0,0,0,0,0,0,0,0,0,0
ENSG00000104154,21,34,16,17,32,59,50,31,24,25
ENSG00000104177,7,70,29,17,14,18,10,14,14,15
ENSG00000104237,0,0,0,0,0,0,0,0,0,0
ENSG00000104290,54,70,53,35,48,50,80,51,31,17
ENSG00000104312,5,25,15,4,11,16,10,12,0,14
ENSG00000104313,22,80,22,20,44,49,45,59,20,9
ENSG00000104327,3,4,0,0,3,3,4,0,0,0
ENSG00000104356,10,10,7,16,14,11,12,4,14,8
ENSG00000104361,45,43,38,28,32,50,43,33,31,41
ENSG00000104371,0,0,0,0,0,0,0,0,0,0
ENSG00000104413,0,4,0,0,0,2,0,0,0,0
ENSG00000104415,0,26,4,0,3,24,7,5,3,0
ENSG00000104435,0,5,0,0,0,0,0,0,0,0
ENSG00000104447,78,117,88,78,75,101,96,75,66,78
ENSG00000104497,23,60,36,31,39,55,60,56,25,28
ENSG00000104499,0,0,0,0,0,0,0,0,0,0
ENSG00000104524,14,35,9,6,16,12,11,8,10,18
ENSG00000104537,0,0,0,0,0,0,0,0,0,0
ENSG00000104549,13,29,11,5,16,0,6,6,8,12
ENSG00000104611,3,15,3,3,3,0,6,8,0,7
ENSG00000104689,5,19,12,9,12,16,15,21,5,19
ENSG00000104722,0,18,8,6,16,18,6,4,8,9
ENSG00000104755,0,0,0,0,0,0,0,0,0,0
ENSG00000104760,0,0,0,0,0,0,0,0,0,0
ENSG00000104783,6,7,3,0,0,0,0,0,0,0
ENSG00000104804,0,0,0,0,0,0,0,0,0,0
ENSG00000104808,0,0,0,0,0,0,0,0,0,0
ENSG00000104818,1,2,1,0,1,1,1,1,2,2
ENSG00000104827,0,0,0,0,0,0,0,0,0,0
ENSG00000104833,6,11,16,20,8,6,15,9,20,7
ENSG00000104888,16,43,8,17,15,17,22,23,7,30
ENSG00000104918,0,0,0,0,0,0,0,0,0,0
ENSG00000104921,0,8,0,0,0,0,3,0,0,0
ENSG00000104938,0,0,0,0,0,0,0,0,0,0
ENSG00000104941,0,0,0,0,0,0,0,0,3,0
ENSG00000104953,0,6,2,0,0,0,0,4,0,0
ENSG00000104967,43,49,30,33,50,53,60,60,28,55
ENSG00000104970,0,0,0,0,0,0,0,0,0,0
ENSG00000104972,8,6,3,2,5,11,0,0,2,10
ENSG00000104974,3,8,4,1,2,3,2,2,0,6
ENSG00000105011,0,4,0,4,0,5,0,3,3,0
ENSG00000105088,0,58,10,5,5,16,8,13,6,20
ENSG00000105122,6,25,7,7,9,10,0,7,0,17
ENSG00000105131,0,4,0,0,0,0,0,0,0,0
ENSG00000105141,0,0,2,0,0,0,0,0,0,0
ENSG00000105143,0,0,0,0,0,0,0,0,0,0
ENSG00000105146,3,7,0,8,0,4,6,4,6,4
ENSG00000105173,0,17,5,0,5,6,7,12,7,16
ENSG00000105198,0,0,0,0,0,0,0,0,0,0
ENSG00000105205,0,0,0,0,0,0,0,0,0,0
ENSG00000105219,0,0,0,0,0,3,0,0,0,0
ENSG00000105227,53,148,65,42,37,36,96,67,29,52
ENSG00000105246,0,0,0,0,0,0,0,0,1,3
ENSG00000105251,6,83,0,0,0,0,2,0,2,0
ENSG00000105255,0,0,0,0,0,0,0,0,0,0
ENSG00000105278,0,0,0,0,0,0,0,0,0,0
ENSG00000105289,0,0,0,0,0,0,0,0,0,0
ENSG00000105290,0,0,0,0,2,0,2,0,0,0
ENSG00000105352,0,2,0,0,0,0,0,0,0,0
ENSG00000105366,0,0,0,0,0,0,0,0,0,0
ENSG00000105370,0,0,0,0,0,0,0,0,0,0
ENSG00000105374,5,2,4,0,0,0,0,2,0,0
ENSG00000105376,0,1,2,0,0,2,0,0,0,3
ENSG00000105383,11,23,3,0,5,19,4,0,4,13
ENSG00000105388,0,0,0,0,0,0,0,0,0,0
ENSG00000105392,0,0,0,0,0,0,0,0,0,0
ENSG00000105398,0,0,0,0,0,0,0,0,0,0
ENSG00000105409,3,0,0,0,0,0,0,0,0,0
ENSG00000105419,3,27,5,6,0,2,5,4,5,18
ENSG00000105427,0,0,0,0,0,0,0,0,0,0
ENSG00000105428,0,0,0,0,0,0,0,0,0,0
ENSG00000105464,0,9,0,0,0,0,0,0,0,5
ENSG00000105467,0,0,0,0,0,0,0,0,0,0
ENSG00000105492,7,7,0,0,0,4,0,0,0,0
ENSG00000105497,71,97,58,57,53,60,89,96,43,38
ENSG00000105501,0,0,4,0,0,0,0,0,4,0
ENSG00000105507,0,0,0,0,0,0,0,0,0,0
ENSG00000105509,0,0,0,0,0,0,0,0,0,8
ENSG00000105523,0,2,0,0,0,0,0,0,0,0
ENSG00000105549,0,0,0,0,0,0,0,0,0,0
ENSG00000105605,0,0,0,0,0,0,0,0,0,0
ENSG00000105610,0,0,0,6,0,0,3,0,0,0
ENSG00000105639,0,20,4,3,4,2,5,7,5,6
ENSG00000105641,0,0,0,0,0,0,0,0,0,0
ENSG00000105642,0,2,2,0,0,5,0,2,0,0
ENSG00000105668,0,0,0,0,0,0,0,0,0,0
ENSG00000105672,0,4,0,0,0,0,0,0,0,0
ENSG00000105675,0,0,0,0,0,0,0,0,0,0
ENSG00000105694,0,0,0,0,0,0,0,0,0,0
ENSG00000105695,0,0,0,0,0,0,0,0,0,0
ENSG00000105697,0,0,1,2,0,0,0,2,0,0
ENSG00000105708,25,31,24,24,8,19,38,26,16,12
ENSG00000105717,0,0,0,2,0,0,0,0,0,0
ENSG00000105750,9,31,11,8,14,11,9,8,2,7
ENSG00000105784,1,5,14,9,6,8,5,16,2,2
ENSG00000105792,18,35,30,20,13,10,20,20,15,20
ENSG00000105810,80,95,72,37,78,111,85,104,57,60
ENSG00000105851,5,6,5,0,0,14,3,4,3,0
ENSG00000105852,7,11,0,10,3,4,5,5,3,0
ENSG00000105855,5,28,3,7,2,7,6,9,2,7
ENSG00000105866,104,91,139,99,81,86,117,101,91,65
ENSG00000105877,0,8,0,0,0,0,0,0,0,0
ENSG00000105880,0,3,3,0,4,0,2,6,0,2
ENSG00000105929,0,0,0,0,0,0,0,0,0,0
ENSG00000105939,54,143,86,70,97,118,122,143,98,87
ENSG00000105948,13,18,11,6,9,9,19,12,12,9
ENSG00000105954,0,0,0,0,0,0,0,0,0,0
ENSG00000105967,9,17,5,5,0,12,5,4,4,10
ENSG00000105989,0,4,0,0,0,0,0,0,0,9
ENSG00000106009,101,223,79,54,91,110,124,113,60,78
ENSG00000106013,0,3,0,0,0,0,3,0,0,0
ENSG00000106038,0,0,0,0,0,0,0,0,0,0
ENSG00000106080,60,90,43,50,59,44,77,68,49,47
ENSG00000106086,32,52,47,31,53,54,72,55,28,19
ENSG00000106128,0,0,0,0,0,0,0,0,0,2
ENSG00000106178,0,5,0,0,0,0,0,0,0,0
ENSG00000106278,0,0,0,0,0,0,3,0,0,0
ENSG00000106304,1,3,4,1,3,5,0,6,5,5
ENSG00000106327,0,0,0,0,0,0,0,0,0,0
ENSG00000106331,0,0,0,0,0,0,0,0,0,0
ENSG00000106341,0,0,0,0,0,0,0,0,0,0
ENSG00000106346,31,95,69,39,28,59,105,60,46,56
ENSG00000106384,0,0,0,0,0,0,0,0,0,0
ENSG00000106404,14,31,17,18,8,27,16,6,5,13
ENSG00000106410,0,0,0,0,0,0,0,0,0,0
ENSG00000106436,0,0,0,0,0,0,0,0,0,0
ENSG00000106477,25,50,18,19,8,17,23,17,6,22
ENSG00000106536,0,0,0,0,0,0,0,0,0,0
ENSG00000106541,0,0,0,0,0,0,0,0,0,0
ENSG00000106571,26,93,30,21,13,24,26,20,31,54
ENSG00000106631,0,0,0,0,0,0,0,0,0,0
ENSG00000106633,0,0,0,0,0,0,0,0,0,0
ENSG00000106648,0,0,0,0,0,0,0,0,0,0
ENSG00000106665,31,78,23,14,28,77,53,23,24,53
ENSG00000106689,0,0,0,0,0,0,0,0,0,0
ENSG00000106692,149,179,149,41,28,96,170,166,35,23
ENSG00000106714,13,7,8,4,15,36,7,9,4,14
ENSG00000106789,3,8,5,2,3,3,17,11,0,3
ENSG00000106804,3,15,0,3,6,5,3,0,3,0
ENSG00000106868,16,38,16,8,10,10,17,7,13,12
ENSG00000106927,0,0,0,0,0,0,0,0,0,0
ENSG00000106948,47,47,29,12,47,52,56,30,59,39
ENSG00000106952,6,7,4,0,4,3,0,0,0,0
ENSG00000107014,0,0,0,0,0,0,0,0,0,0
ENSG00000107018,0,0,0,0,0,0,0,0,0,0
ENSG00000107105,0,17,0,0,0,0,0,0,0,0
ENSG00000107130,13,140,11,5,22,18,10,12,13,22
ENSG00000107187,0,0,0,0,0,0,0,0,0,0
ENSG00000107249,2,18,2,12,14,8,7,7,8,13
ENSG00000107282,55,65,59,41,38,46,54,45,58,68
ENSG00000107295,0,0,0,0,0,0,3,3,0,0
ENSG00000107447,0,0,0,0,0,0,0,0,0,0
ENSG00000107485,13,16,12,31,9,22,34,15,11,7
ENSG00000107593,0,0,0,0,0,0,0,0,0,0
ENSG00000107611,4,25,14,10,10,4,4,5,7,0
ENSG00000107614,39,67,25,35,31,23,45,59,37,24
ENSG00000107731,49,75,25,20,46,39,55,50,89,56
ENSG00000107742,55,69,82,59,53,26,28,34,77,92
ENSG00000107807,0,0,0,0,0,0,0,0,0,0
ENSG00000107831,0,0,0,0,0,0,0,0,0,0
ENSG00000107984,0,0,0,0,0,0,0,4,0,0
ENSG00000108242,0,0,0,0,0,0,0,0,0,0
ENSG00000108244,0,0,0,0,2,0,0,0,0,0
ENSG00000108255,0,0,0,0,0,0,0,0,0,0
ENSG00000108309,0,4,0,0,0,2,0,2,0,0
ENSG00000108370,0,0,3,3,0,0,0,0,4,0
ENSG00000108379,0,6,2,3,0,3,4,0,2,3
ENSG00000108405,66,37,2,0,13,35,28,31,49,39
ENSG00000108417,0,0,0,0,0,0,0,0,0,0
ENSG00000108442,0,0,0,0,0,0,0,0,0,0
ENSG00000108516,0,0,0,0,0,0,0,0,0,0
ENSG00000108576,0,0,0,4,0,0,0,6,0,0
ENSG00000108688,0,0,0,0,0,0,0,0,0,0
ENSG00000108700,4,2,0,0,0,6,3,0,8,4
ENSG00000108702,0,0,0,0,0,0,0,0,0,0
ENSG00000108759,0,0,0,0,0,0,0,0,0,0
ENSG00000108771,24,34,31,26,12,16,27,13,17,31
ENSG00000108813,0,2,0,0,0,0,0,0,0,0
ENSG00000108830,5,20,0,0,0,5,4,5,4,0
ENSG00000108846,4,16,4,1,0,9,1,0,0,6
ENSG00000108849,0,0,0,0,0,0,0,0,0,0
ENSG00000108852,9,21,15,9,7,9,12,11,12,19
ENSG00000108947,4,4,0,2,0,7,15,9,0,0
ENSG00000109047,0,0,0,0,4,0,2,0,0,0
ENSG00000109089,24,60,16,18,31,46,17,33,34,76
ENSG00000109132,0,0,0,0,0,0,0,0,0,0
ENSG00000109158,0,0,0,0,4,0,0,0,0,0
ENSG00000109181,0,0,0,0,0,0,0,0,0,0
ENSG00000109182,0,0,0,0,0,0,0,0,0,0
ENSG00000109193,0,0,0,0,0,0,0,0,0,0
ENSG00000109205,0,0,0,0,0,0,0,0,0,0
ENSG00000109208,0,0,0,0,0,0,0,0,0,0
ENSG00000109255,0,0,0,0,0,0,0,0,0,0
ENSG00000109265,0,3,3,3,0,0,0,0,0,0
ENSG00000109272,0,0,0,0,0,0,0,0,0,0
ENSG00000109339,6,7,12,12,22,40,17,3,0,7
ENSG00000109424,0,0,0,0,0,0,0,0,0,0
ENSG00000109436,47,99,47,59,61,108,59,77,60,103
ENSG00000109471,0,0,0,0,0,0,0,0,0,0
ENSG00000109511,0,0,0,0,0,0,0,0,0,0
ENSG00000109586,23,95,23,9,26,37,21,30,24,33
ENSG00000109625,0,0,0,0,0,2,0,0,0,0
ENSG00000109654,66,83,76,67,66,78,75,63,41,41
ENSG00000109667,6,13,5,10,5,8,6,9,9,5
ENSG00000109674,0,0,0,0,0,3,0,0,0,0
ENSG00000109684,0,0,0,0,0,0,0,0,0,0
ENSG00000109705,0,0,0,0,0,0,0,0,0,0
ENSG00000109758,0,3,0,0,0,0,0,0,0,0
ENSG00000109805,0,0,0,0,2,0,0,0,0,0
ENSG00000109832,0,7,0,0,0,0,0,0,0,0
ENSG00000109851,0,0,0,0,0,0,0,0,0,0
ENSG00000109927,14,64,15,9,8,9,15,16,7,11
ENSG00000109943,0,3,0,0,0,0,0,0,0,0
ENSG00000109944,9,10,2,2,2,3,0,5,3,9
ENSG00000109956,0,0,0,0,0,0,3,4,0,3
ENSG00000109991,2,7,9,3,0,0,0,0,2,0
ENSG00000110031,29,60,16,22,28,26,30,28,22,26
ENSG00000110057,9,33,20,10,0,20,10,6,4,18
ENSG00000110076,5,38,12,6,11,21,5,15,6,10
ENSG00000110148,0,0,0,0,0,0,0,0,0,0
ENSG00000110169,4,10,0,0,0,0,4,6,4,0
ENSG00000110195,0,20,0,0,0,0,0,0,0,0
ENSG00000110203,0,0,0,0,0,2,0,0,2,0
ENSG00000110243,0,0,0,0,0,0,0,0,0,0
ENSG00000110244,0,0,0,0,0,0,0,0,0,0
ENSG00000110245,0,0,0,0,0,0,0,0,0,0
ENSG00000110318,33,21,21,17,10,22,15,21,10,9
ENSG00000110395,72,92,88,71,91,123,115,107,72,107
ENSG00000110400,15,38,10,10,12,31,21,14,12,33
ENSG00000110427,0,9,0,3,0,8,4,0,0,2
ENSG00000110436,4,3,13,3,7,6,2,8,10,9
ENSG00000110448,4,3,4,0,0,0,0,3,0,0
ENSG00000110484,0,0,0,0,0,0,0,0,0,0
ENSG00000110665,6,6,5,2,4,5,5,0,5,0
ENSG00000110675,19,24,23,13,24,16,14,12,13,14
ENSG00000110680,0,6,0,0,0,0,0,0,5,0
ENSG00000110723,3,6,0,0,0,0,4,0,3,0
